#{"t_start": 1775123782.2272165, "env_id": "None"}
r,l,t
-6.0,22,0.038234
110.0,28,0.083854
56.0,27,0.115437
-1.0,8,0.12394
3.0,9,0.133484
-15.0,1,0.135528
-1.0,8,0.144052
18.0,20,0.166791
-8.0,3,0.16979
83.0,29,0.210112
112.0,57,0.271108
99.0,60,0.331613
-9.0,9,0.342201
-15.0,1,0.343735
9.0,7,0.350771
-15.0,1,0.351736
-6.0,6,0.359857
-8.0,5,0.364406
11.0,7,0.372914
9.0,20,0.393049
1.0,17,0.409673
33.0,23,0.432844
-9.0,1,0.434393
322.0,200,1.247337
1.0,7,1.255926
98.0,37,1.309121
20.0,23,1.344401
348.0,200,1.651598
-18.0,6,1.658191
-9.0,1,1.660787
260.0,184,2.483699
-2.0,7,2.497311
16.0,25,2.53449
0.0,11,2.554312
-3.0,4,2.559808
-8.0,8,2.569338
-6.0,3,2.573857
140.0,40,2.628348
-15.0,1,2.629348
43.0,35,2.681763
162.0,41,2.727587
-3.0,4,2.731618
22.0,11,2.744303
-9.0,2,2.746337
-25.0,7,2.753926
-15.0,1,2.754925
116.0,65,2.82732
5.0,5,2.832872
4.0,7,2.840919
-9.0,1,2.841917
-1.0,10,2.853011
-6.0,7,2.86164
-14.0,13,2.875754
-2.0,6,2.881756
-17.0,5,2.888343
-1.0,2,2.890317
19.0,30,2.921102
83.0,24,2.945765
16.0,12,2.958392
17.0,13,2.971549
-14.0,5,2.97811
0.0,1,2.97911
121.0,54,3.033524
-7.0,13,3.047151
-8.0,4,3.051152
107.0,37,3.656565
333.0,178,3.899664
-7.0,5,3.90529
244.0,140,4.074862
-9.0,1,4.075866
76.0,21,4.100214
5.0,51,4.165244
-12.0,5,4.171247
-5.0,9,4.18328
316.0,194,5.032921
1.0,3,5.035967
3.0,7,5.048453
3.0,9,5.063121
198.0,54,5.128123
-21.0,3,5.131123
12.0,8,5.140672
-9.0,5,5.146267
226.0,53,5.203251
-15.0,4,5.208296
156.0,107,5.321119
-10.0,4,5.325642
115.0,30,5.357415
151.0,73,5.430454
5.0,9,5.440039
175.0,51,6.091696
-5.0,5,6.098266
124.0,29,6.133993
-13.0,6,6.142022
4.0,14,6.163743
9.0,6,6.171755
-1.0,2,6.175296
68.0,55,6.246734
120.0,39,6.299577
-5.0,3,6.303121
-8.0,6,6.311134
146.0,57,6.375449
-17.0,4,6.379447
-10.0,7,6.386978
9.0,8,6.397514
13.0,15,6.413624
-3.0,6,6.420661
491.0,200,6.630905
-10.0,10,6.641488
134.0,37,7.248378
-13.0,5,7.253938
-8.0,12,7.274693
118.0,37,7.327592
9.0,5,7.337159
167.0,52,7.41838
-14.0,8,7.427947
50.0,25,7.461578
-7.0,10,7.473237
-9.0,1,7.475285
20.0,7,7.483284
156.0,46,7.534515
17.0,4,7.539551
85.0,36,7.578084
2.0,17,7.597238
300.0,114,7.720549
77.0,31,7.754675
222.0,67,7.823604
-14.0,2,7.826611
177.0,41,8.450076
-8.0,3,8.453628
228.0,57,8.535537
329.0,83,8.654304
140.0,47,8.706779
1.0,10,8.718369
558.0,200,8.933469
-2.0,4,8.937505
8.0,7,8.945052
6.0,6,8.951058
274.0,69,9.020651
151.0,38,9.729457
126.0,43,9.804204
46.0,12,9.820368
55.0,60,9.910066
-7.0,6,9.916649
54.0,24,9.945365
106.0,37,9.990227
13.0,19,10.011408
-15.0,8,10.020001
-13.0,6,10.026579
226.0,64,10.097203
1.0,2,10.099203
16.0,14,10.114366
-6.0,12,10.127953
249.0,59,10.189053
-3.0,2,10.191055
2.0,14,10.206239
8.0,8,10.214821
39.0,11,10.226415
-8.0,2,10.228414
-15.0,6,10.234971
0.0,25,10.261137
168.0,43,10.305649
360.0,90,11.011918
-9.0,4,11.0195
84.0,28,11.063119
217.0,53,11.131825
257.0,66,11.205082
247.0,65,11.27422
150.0,38,11.316619
4.0,3,11.319585
545.0,200,12.120865
127.0,35,12.17123
-16.0,6,12.180753
-19.0,6,12.190286
280.0,59,12.293716
6.0,8,12.305275
-6.0,14,12.325337
-9.0,1,12.326333
43.0,14,12.349432
-19.0,5,12.359941
218.0,55,12.430481
-4.0,6,12.438037
114.0,25,12.467634
197.0,57,12.533841
195.0,48,12.588996
181.0,57,12.651357
757.0,185,13.504889
-9.0,5,13.51444
31.0,14,13.538594
587.0,132,13.689616
67.0,21,13.713253
281.0,63,13.782964
724.0,200,14.604901
-11.0,14,14.628021
809.0,200,14.928474
-10.0,1,14.930443
148.0,34,14.969719
198.0,43,15.019274
90.0,30,15.053064
-37.0,15,15.069787
106.0,32,15.106186
379.0,90,15.202914
264.0,69,15.846095
5.0,9,15.862319
3.0,4,15.869834
138.0,31,15.914047
-5.0,7,15.924533
589.0,128,16.083921
365.0,73,16.164194
-7.0,4,16.169164
-19.0,8,16.177332
-9.0,3,16.180328
0.0,3,16.183852
93.0,25,16.210021
27.0,9,16.219163
1.0,23,16.243887
246.0,47,16.29329
-9.0,1,16.295334
557.0,119,16.959558
202.0,36,17.017285
272.0,61,17.110857
-8.0,8,17.121387
-7.0,12,17.137452
-15.0,2,17.140452
-3.0,10,17.15199
339.0,76,17.241432
813.0,200,17.458874
122.0,30,17.491161
63.0,15,17.507221
302.0,60,18.141213
1053.0,199,18.406899
-2.0,13,18.42145
911.0,200,18.635567
171.0,45,18.680424
-11.0,11,18.691996
-3.0,4,18.695571
1099.0,199,19.563197
1045.0,200,19.786383
-15.0,2,19.789382
847.0,173,20.648731
15.0,4,20.65327
-7.0,1,20.655317
6.0,2,20.658319
984.0,200,20.955596
602.0,128,21.139324
933.0,200,22.006534
106.0,31,22.06629
-7.0,8,22.078833
3.0,4,22.087398
-25.0,11,22.106544
-13.0,20,22.137162
17.0,7,22.145796
1030.0,200,22.399799
-12.0,24,22.433068
-2.0,1,22.434088
1081.0,200,23.442317
226.0,55,23.543344
1058.0,200,23.816629
29.0,5,23.824169
1082.0,200,24.071655
386.0,67,24.907459
-15.0,14,24.928548
6.0,27,24.978681
1083.0,200,25.261892
1028.0,200,25.554266
1053.0,200,26.465599
799.0,151,26.63789
1107.0,200,27.42708
1110.0,200,27.681293
919.0,174,27.869878
162.0,35,27.906688
1004.0,182,28.731934
1.0,2,28.734443
1083.0,200,28.96423
1076.0,200,29.914938
1117.0,200,30.248107
1094.0,200,30.527567
1154.0,200,31.619269
-8.0,21,31.666351
-8.0,18,31.690977
1151.0,200,32.165625
0.0,8,32.192281
1102.0,200,33.584465
-2.0,1,33.587476
-2.0,11,33.611553
738.0,129,33.815599
1112.0,200,34.056428
-13.0,7,34.064988
845.0,159,34.897379
1121.0,200,35.167957
1117.0,200,35.380551
1107.0,200,36.28799
-12.0,3,36.29199
102.0,15,36.310023
961.0,175,36.5153
-13.0,18,36.535139
-8.0,10,36.546803
0.0,3,36.549849
339.0,65,36.621704
1115.0,200,37.425144
4.0,4,37.430156
1101.0,200,37.671757
1058.0,200,37.899587
-8.0,8,37.908119
-7.0,1,37.909119
30.0,11,37.921648
131.0,22,38.575021
1050.0,200,38.847671
195.0,30,38.885354
1074.0,200,39.115247
989.0,177,39.963855
72.0,13,39.982219
1071.0,200,40.210305
167.0,31,40.244627
-9.0,3,40.248655
-8.0,8,40.25683
1211.0,200,41.106936
-18.0,7,41.131026
1.0,2,41.135562
1164.0,200,41.425373
824.0,148,41.662971
751.0,152,42.630369
-10.0,13,42.650491
471.0,87,42.779348
1000.0,164,42.970087
-9.0,21,42.993757
168.0,30,43.029534
618.0,112,43.158873
1069.0,200,44.066252
-5.0,15,44.085122
-8.0,9,44.095595
6.0,2,44.098597
1126.0,200,44.326072
283.0,52,44.383488
-7.0,2,44.385528
1108.0,200,45.251521
1168.0,200,45.479436
780.0,142,45.630487
4.0,18,45.648667
1132.0,200,46.535564
1117.0,200,46.761417
816.0,143,47.551468
-13.0,5,47.558618
1.0,2,47.561615
-11.0,6,47.568208
11.0,12,47.585296
1103.0,200,47.85913
-7.0,1,47.861163
-9.0,4,47.865753
64.0,10,47.877341
-10.0,1,47.878341
-15.0,18,47.899117
21.0,40,47.944032
273.0,51,47.99655
700.0,125,48.140632
1161.0,200,49.196544
1142.0,200,49.687519
289.0,56,49.861912
-9.0,7,49.883544
1142.0,200,51.667286
-2.0,1,51.669286
1031.0,200,51.977749
1072.0,200,52.920592
-9.0,9,52.938636
-10.0,1,52.940642
-12.0,9,52.959687
74.0,15,52.987365
-11.0,8,52.998003
1152.0,200,53.299349
1194.0,200,53.532016
448.0,77,54.206439
1133.0,200,54.465265
185.0,41,54.510554
422.0,73,54.591324
1176.0,200,55.404285
1044.0,192,55.653078
359.0,63,55.722007
1072.0,200,55.933162
1151.0,200,57.04309
1070.0,200,57.337095
1106.0,200,58.314979
-8.0,5,58.324503
-12.0,14,58.344694
889.0,167,58.551724
518.0,90,58.648668
607.0,109,58.764242
1144.0,200,59.607589
-4.0,24,59.638221
1087.0,200,59.858562
1182.0,200,60.707839
1096.0,200,60.967273
164.0,30,61.002003
1131.0,200,61.216336
1127.0,200,62.072325
1147.0,200,62.290457
1145.0,200,63.208233
-15.0,3,63.212233
-9.0,8,63.223283
0.0,2,63.226314
1147.0,200,63.486882
1186.0,200,63.701485
-9.0,5,63.70701
1129.0,200,64.553761
427.0,72,64.634981
1.0,8,64.643561
-2.0,1,64.645599
1185.0,200,64.855941
1169.0,200,65.6558
1167.0,200,65.889773
1189.0,200,66.646352
-2.0,1,66.648351
1126.0,200,66.904491
1172.0,200,67.127749
537.0,100,67.815213
243.0,40,67.878039
1177.0,200,68.160913
1114.0,200,68.39524
0.0,3,68.39924
1231.0,200,69.260474
-4.0,14,69.277172
1169.0,200,69.492987
1174.0,200,70.304443
-9.0,2,70.308454
1135.0,200,70.55104
1205.0,200,70.763859
-10.0,3,70.767897
1.0,2,70.769902
-18.0,7,70.778049
1161.0,200,71.658481
11.0,20,71.680694
714.0,123,71.82433
-10.0,3,71.828362
890.0,149,71.985655
1202.0,200,72.847394
-8.0,8,72.859997
-7.0,1,72.861994
1183.0,200,73.08541
-10.0,12,73.097999
1202.0,200,73.970594
-10.0,5,73.977681
1195.0,200,74.249781
1147.0,200,74.463975
229.0,44,74.509614
-9.0,17,74.526673
705.0,119,75.249834
1212.0,200,75.488318
-10.0,10,75.500903
1205.0,200,75.705668
1134.0,200,76.55292
1208.0,200,76.76842
341.0,61,76.834613
1097.0,194,77.704396
-2.0,1,77.705428
-10.0,11,77.718018
-10.0,16,77.73717
-2.0,1,77.738172
-7.0,15,77.755358
1224.0,200,77.976151
80.0,15,77.99231
1102.0,200,78.871662
1162.0,200,79.121222
23.0,6,79.128771
-12.0,17,79.146925
1130.0,200,79.365003
-10.0,1,79.96768
4.0,3,79.971678
-8.0,7,79.979197
-10.0,5,79.987358
-14.0,14,80.008531
-15.0,8,80.021123
1206.0,200,80.28173
-10.0,12,80.295569
-15.0,12,80.309154
570.0,100,80.413677
970.0,175,81.180328
1238.0,200,81.44851
-6.0,19,81.469659
-8.0,18,81.489376
1175.0,200,81.698486
1168.0,200,82.539292
329.0,52,82.598181
358.0,60,82.664902
901.0,151,82.823014
-2.0,1,82.824569
-10.0,10,82.834155
971.0,162,83.633389
-13.0,12,83.651946
3.0,3,83.657489
1192.0,200,83.919411
152.0,31,83.961604
1174.0,200,84.855073
1172.0,200,85.14171
1168.0,200,85.358684
1181.0,200,86.194676
1208.0,200,86.432008
1230.0,200,86.640076
-8.0,12,86.651662
1235.0,200,87.505243
1212.0,200,87.753032
-10.0,4,87.762065
281.0,48,87.821714
672.0,108,88.658441
1082.0,187,88.918132
455.0,75,89.003111
21.0,7,89.010669
-15.0,5,89.016257
12.0,4,89.021257
1192.0,200,89.877204
15.0,5,89.885703
1169.0,200,90.162203
1250.0,200,90.381955
252.0,43,90.426402
459.0,86,91.129471
-9.0,11,91.145599
1213.0,200,91.398726
1149.0,200,91.616952
1167.0,200,92.495447
1151.0,200,92.714434
549.0,94,92.815522
1101.0,200,93.611301
1218.0,200,93.834323
1242.0,200,94.648916
1192.0,200,94.996083
-9.0,9,95.0072
1178.0,200,95.287024
-10.0,1,95.289028
1156.0,200,96.398746
1188.0,200,96.695521
-7.0,1,96.697533
1121.0,200,96.962075
-15.0,13,97.706192
1174.0,200,98.044134
1266.0,200,98.31158
1172.0,200,99.29142
-10.0,1,99.294947
579.0,105,99.431545
1226.0,200,99.676014
9.0,3,99.679991
-8.0,13,99.698383
495.0,86,99.800875
562.0,94,100.645572
-12.0,2,100.64957
1174.0,200,100.900115
1020.0,169,101.101476
-13.0,25,101.157667
323.0,55,101.914232
1258.0,200,102.201005
1259.0,200,102.431995
1223.0,200,103.31485
1166.0,200,103.548416
1196.0,200,103.751802
-9.0,6,103.759391
1223.0,200,104.629134
927.0,162,104.803713
1.0,2,104.806754
1201.0,200,105.699631
898.0,151,105.897253
596.0,101,106.01683
-15.0,1,106.018867
1221.0,200,106.279874
1185.0,200,107.190415
1.0,21,107.216523
746.0,122,107.350354
1140.0,200,108.137078
1155.0,200,108.401345
675.0,114,108.524443
1171.0,200,109.325196
-10.0,10,109.338743
761.0,133,109.535447
-15.0,1,109.537412
1149.0,198,109.756075
1055.0,180,110.881475
1109.0,200,111.206065
9.0,31,111.245866
1198.0,200,111.481063
1226.0,200,112.390994
1168.0,200,112.611493
-8.0,19,112.63167
1216.0,200,113.496459
1215.0,200,113.745637
1220.0,200,113.969587
1185.0,200,114.794196
749.0,124,114.933274
1168.0,200,115.150744
1248.0,200,115.965425
-10.0,6,115.972968
6.0,2,115.975014
1205.0,200,116.224794
168.0,30,116.261969
1123.0,200,117.238487
-10.0,7,117.251621
283.0,51,117.317677
1221.0,200,117.63126
1205.0,200,118.849221
1195.0,200,119.151982
1140.0,200,119.394753
1173.0,200,120.287347
-8.0,17,120.313602
1177.0,200,120.530902
1223.0,200,121.350629
1213.0,200,121.652973
1154.0,200,121.880029
234.0,38,121.921317
1173.0,200,122.773093
1191.0,200,122.997332
481.0,77,123.079463
1230.0,200,123.904667
-15.0,31,123.944013
1136.0,200,124.16038
1222.0,200,124.975067
-8.0,33,125.027706
1.0,4,125.035191
-2.0,1,125.037195
-10.0,9,125.053295
1300.0,200,125.300478
51.0,13,125.314601
1160.0,200,125.521164
